Student_ID,Attendance,Study_Hours,Previous_Score,Assignment_Score,Sleep_Hours,Participation,Final_Score
1605,61,5.2,63,70,6.8,8,67.62
1606,98,5.3,83,77,6.9,9,84.01
1607,62,2.7,81,50,4.7,3,64.78
1608,72,4.9,69,74,6.2,6,74.37
1609,74,2.6,61,47,6.3,10,59.6
1610,84,2.1,67,42,8.8,5,54.93
1611,90,5.6,46,53,6.2,6,69.02
1612,79,3.3,74,99,6.7,4,74.22
1613,66,5.1,94,52,6.7,10,75.67
1614,98,4.0,67,84,7.2,6,71.51
1615,69,7.9,53,71,7.7,7,71.9
1616,97,2.0,95,73,5.1,9,73.85
1617,74,4.3,49,84,6.6,10,66.71
1618,71,5.8,55,100,8.1,7,70.94
1619,62,3.8,55,58,6.3,6,58.08
1620,68,7.8,93,98,5.4,1,76.72
1621,98,6.1,70,77,7.3,2,74.69
1622,85,5.6,81,55,8.1,1,57.25
1623,61,6.3,64,41,4.3,9,60.54
1624,90,7.7,52,79,7.9,10,85.93
1625,68,7.4,45,56,8.1,10,64.55
1626,61,6.1,83,94,6.3,9,82.46
1627,58,6.2,48,73,8.9,7,61.56
1628,56,2.0,84,81,7.9,2,63.67
1629,77,1.7,75,99,7.9,6,67.1
1630,63,5.0,95,55,7.7,4,66.44
1631,80,1.1,82,77,4.8,1,58.59
1632,68,4.4,59,99,5.1,1,56.27
1633,96,2.5,57,41,6.3,5,61.26
1634,65,3.4,82,41,5.3,2,61.66
1635,54,6.4,60,65,6.1,4,60.39
1636,84,7.6,43,52,8.4,1,65.24
1637,61,1.5,89,95,8.1,4,69.59
1638,74,4.7,72,86,7.2,6,71.29
1639,70,7.2,66,70,8.3,10,71.57
1640,85,1.6,46,99,7.9,4,68.66
1641,72,6.8,45,73,6.1,1,59.68
1642,65,3.5,54,78,5.0,7,57.58
1643,88,3.3,57,42,6.6,2,62.36
1644,94,7.8,71,47,7.7,9,81.78
1645,91,2.4,95,62,6.2,3,68.08
1646,88,5.9,50,53,7.3,8,62.65
1647,63,6.8,59,95,4.5,8,77.86
1648,80,1.3,63,94,7.7,3,75.56
1649,54,5.7,54,66,8.1,4,64.65
1650,84,7.7,87,93,7.5,2,85.05
1651,72,1.9,46,68,8.8,4,56.74
1652,78,7.3,60,78,8.1,9,76.31
1653,92,5.2,81,92,8.5,2,75.08
1654,60,5.3,65,78,8.7,3,63.18
1655,67,5.3,83,40,8.0,4,60.97
1656,96,3.1,95,56,7.4,5,69.25
1657,61,7.5,53,80,4.0,1,61.64
1658,58,7.6,76,69,6.3,7,72.68
1659,59,5.4,60,92,6.9,10,71.17
1660,93,6.5,57,52,5.5,7,70.77
1661,66,5.3,44,60,5.6,9,61.96
1662,87,4.4,42,58,8.8,4,60.23
1663,56,5.6,62,92,8.5,6,77.43
1664,95,4.9,65,58,8.2,2,66.04
1665,62,5.2,76,96,6.0,4,81.99
1666,89,6.5,63,64,4.1,2,68.64
1667,91,4.4,88,61,4.4,10,73.61
1668,58,1.3,58,70,5.6,5,58.21
1669,99,2.1,90,56,4.1,7,67.63
1670,76,4.1,64,94,4.1,1,51.56
1671,51,6.1,60,62,8.6,10,67.61
1672,54,5.2,51,71,7.5,10,63.67
1673,78,5.6,80,49,5.5,7,77.49
1674,86,4.4,72,49,4.7,10,64.12
1675,87,5.3,89,75,6.6,6,75.9
1676,68,3.3,92,47,4.0,6,68.81
1677,57,4.3,43,93,8.7,8,66.31
1678,97,6.2,81,91,6.1,8,83.88
1679,94,7.1,46,59,6.0,6,65.4
1680,50,4.0,61,71,6.0,3,57.54
1681,71,1.3,94,89,4.3,5,65.99
1682,66,2.1,72,53,7.2,2,49.21
1683,56,1.1,56,89,7.7,5,51.45
1684,74,5.6,63,67,7.4,9,66.99
1685,94,3.3,73,85,4.7,10,69.95
1686,53,4.8,67,91,6.9,1,67.05
1687,85,4.5,82,92,6.8,10,84.92
1688,55,1.6,80,63,8.3,5,61.89
1689,80,3.8,78,54,5.9,6,65.1
1690,68,2.5,61,61,5.9,7,56.36
1691,93,3.9,88,69,7.1,9,75.97
1692,88,2.4,56,43,7.2,6,61.31
1693,76,6.9,73,52,6.3,5,60.5
1694,59,2.2,45,98,6.2,7,56.02
1695,75,7.7,85,62,6.5,1,68.07
1696,68,3.9,45,47,8.3,5,60.41
1697,88,6.9,73,57,6.3,2,67.61
1698,52,5.4,40,51,8.7,4,44.75
1699,94,6.1,49,94,6.5,7,76.83
1700,62,6.4,60,70,8.7,5,65.38
1701,99,4.5,44,53,8.2,6,60.42
1702,77,4.8,41,73,5.8,2,54.17
1703,69,4.6,61,57,8.3,3,56.06
1704,77,5.1,87,95,4.6,7,82.0
1705,57,1.2,41,73,8.6,2,47.15
1706,90,3.8,49,50,7.2,6,58.76
1707,88,5.2,73,80,4.3,5,66.75
1708,50,5.2,55,51,7.2,10,60.11
1709,52,6.6,87,88,8.9,1,73.5
1710,62,5.6,90,54,4.3,10,73.58
1711,77,7.9,78,96,6.8,4,82.43
1712,98,3.0,61,70,7.7,2,58.01
1713,74,3.5,51,88,8.1,4,50.38
1714,82,3.7,63,97,6.1,1,74.19
1715,87,4.3,86,68,5.0,2,61.48
1716,55,6.9,79,65,4.2,8,61.51
1717,93,2.7,77,57,6.9,6,66.49
1718,94,6.4,49,71,6.3,2,58.21
1719,81,3.8,74,61,8.7,6,63.21
1720,94,5.2,90,77,4.3,10,84.83
1721,96,5.4,88,56,7.4,9,87.87
1722,70,3.6,71,62,4.1,7,64.37
1723,65,4.6,46,63,4.9,9,58.13
1724,70,3.9,60,89,6.3,5,64.79
1725,60,1.5,59,47,6.3,7,41.36
1726,86,4.1,65,80,7.4,7,68.56
1727,85,1.7,43,45,8.6,3,46.53
1728,84,3.8,85,44,7.2,7,68.12
1729,68,5.2,91,83,8.8,1,81.55
1730,69,5.1,61,96,8.4,9,64.98
1731,67,5.6,54,68,6.9,10,66.29
1732,96,1.7,95,67,8.2,6,61.99
1733,90,5.6,79,50,7.2,5,68.23
1734,98,3.2,60,96,4.4,7,66.92
1735,63,3.8,54,40,7.7,5,45.41
1736,64,7.0,61,82,4.5,10,79.02
1737,80,1.1,91,58,7.0,5,63.27
1738,50,5.1,67,48,7.5,10,67.25
1739,52,5.2,53,66,4.3,7,56.58
1740,65,3.8,66,73,5.2,10,66.14
1741,72,2.7,80,83,8.6,7,77.5
1742,60,2.6,79,43,7.1,3,53.78
1743,61,7.2,67,75,5.2,3,71.88
1744,59,4.1,65,57,7.5,10,60.78
1745,81,3.3,88,54,7.0,3,67.72
1746,65,4.1,41,90,6.5,6,58.37
1747,57,5.7,64,52,8.9,6,53.51
1748,87,2.0,95,58,7.4,3,64.82
1749,61,4.1,42,88,5.9,3,54.48
1750,73,5.1,47,45,8.0,8,52.42
1751,77,7.6,83,87,8.4,8,86.17
1752,57,2.8,72,95,4.6,7,60.49
1753,77,3.5,81,51,5.0,10,82.84
1754,85,3.7,91,90,5.1,4,66.51
1755,75,5.2,74,76,7.5,4,63.8
1756,57,3.5,45,56,7.0,3,53.84
1757,99,4.7,78,97,7.1,5,78.73
1758,77,6.5,91,62,8.7,3,78.88
1759,77,5.9,62,65,7.9,8,72.94
1760,86,4.1,64,68,4.6,7,63.69
1761,90,7.0,89,72,5.7,3,71.42
1762,85,4.9,82,99,6.2,9,87.35
1763,76,4.8,58,66,6.0,5,56.79
1764,66,1.2,44,64,7.3,9,55.85
1765,58,7.9,90,95,8.5,7,89.17
1766,82,1.9,50,94,5.5,7,61.87
1767,69,2.6,95,49,6.8,6,62.11
1768,62,1.4,51,86,7.9,2,47.32
1769,77,5.5,49,62,6.1,9,68.5
1770,97,2.6,47,60,4.8,6,43.09
1771,78,2.3,63,60,6.4,8,64.23
1772,62,1.6,67,82,4.3,1,53.54
1773,95,1.7,80,52,8.7,5,62.37
1774,84,5.1,75,76,4.4,1,68.16
1775,55,5.8,76,72,6.2,10,65.48
1776,67,3.8,60,63,6.6,8,50.1
1777,100,4.4,47,83,8.9,8,74.64
1778,54,5.8,94,50,4.8,1,69.05
1779,96,1.1,48,56,4.6,9,48.01
1780,74,3.3,86,43,4.0,2,52.11
1781,51,7.8,54,86,4.8,9,75.83
1782,59,5.1,87,64,5.0,1,64.67
1783,79,2.8,85,69,7.2,10,86.67
1784,99,4.7,79,48,5.1,9,78.11
1785,94,3.4,57,60,4.1,4,64.0
1786,54,4.7,81,59,8.1,9,64.28
1787,82,1.9,59,58,5.8,7,60.35
1788,50,1.9,45,58,5.8,6,54.3
1789,67,2.0,51,51,5.5,5,48.58
1790,81,7.6,41,76,8.9,9,74.01
1791,96,6.1,46,81,4.9,2,67.58
1792,98,2.1,55,56,8.5,2,53.2
1793,60,2.3,42,76,7.9,9,58.18
1794,70,6.1,84,93,4.4,3,75.51
1795,75,2.1,42,87,8.9,8,68.49
1796,74,2.6,66,78,5.4,9,64.45
1797,71,7.7,89,67,4.5,8,82.97
1798,76,2.8,82,80,8.1,4,66.4
1799,98,5.6,79,74,7.5,1,76.52
1800,62,7.9,77,86,7.1,4,75.29
1801,82,3.6,72,87,4.8,9,75.33
1802,83,1.1,67,57,6.4,2,56.7
1803,90,2.7,40,53,7.9,3,47.41
1804,84,6.8,94,74,5.5,10,90.67
1805,50,7.1,47,83,5.6,8,66.38
1806,70,6.4,76,80,4.0,6,70.87
1807,97,1.8,71,99,4.9,8,68.62
1808,55,6.6,87,46,8.4,7,71.61
1809,77,7.4,82,80,6.2,5,78.82
1810,66,5.2,76,52,8.9,9,71.4
1811,54,7.6,43,57,6.0,4,61.23
1812,80,6.8,69,76,7.6,6,78.72
1813,54,5.7,45,52,5.4,2,65.58
1814,87,5.0,85,75,5.8,2,71.57
1815,52,3.4,93,70,5.0,2,57.25
1816,72,2.1,58,41,5.7,10,45.42
1817,86,5.2,71,55,6.7,7,63.7
1818,86,3.2,48,48,9.0,2,59.98
1819,59,7.1,51,48,7.3,2,61.56
1820,59,8.0,50,77,5.0,9,64.73
1821,68,6.3,85,50,4.2,7,82.25
1822,66,1.6,94,93,4.6,3,66.49
1823,70,3.0,55,95,6.8,3,63.33
1824,63,1.8,40,61,7.8,7,61.85
1825,58,5.6,84,72,8.7,5,79.53
1826,95,6.4,94,75,4.1,10,89.68
1827,50,7.5,92,84,6.6,6,82.36
1828,100,4.1,60,62,6.4,8,73.82
1829,94,7.3,69,84,7.3,9,82.95
1830,62,7.1,52,84,6.8,1,66.16
1831,53,3.2,73,73,7.4,3,61.43
1832,50,7.1,43,48,7.3,7,58.52
1833,98,3.6,67,63,4.6,6,61.68
1834,89,3.1,77,47,8.0,7,64.31
1835,81,5.5,70,46,4.6,8,62.27
1836,83,3.3,94,75,7.5,6,73.84
1837,77,5.4,66,57,6.1,3,54.29
1838,80,5.3,44,42,6.6,2,56.02
1839,57,4.9,64,67,8.5,7,56.62
1840,88,3.7,42,45,8.4,1,50.0
1841,75,4.8,72,83,8.1,3,71.62
1842,83,5.2,43,83,6.6,4,68.57
1843,52,4.8,64,60,7.7,1,59.04
1844,99,4.1,59,67,6.6,5,68.47
1845,61,1.1,73,79,8.3,10,58.01
1846,50,5.1,65,93,6.0,3,68.84
1847,93,2.2,44,93,8.9,2,55.16
1848,54,5.5,74,40,8.7,3,64.36
1849,79,6.3,67,75,7.7,8,78.72
1850,79,4.5,68,60,5.4,6,71.84
1851,66,4.8,48,99,4.7,7,66.74
1852,97,7.7,91,82,8.3,6,84.32
1853,96,6.9,77,74,4.8,6,72.7
1854,72,7.4,89,52,8.3,3,67.25
1855,64,6.7,45,96,6.5,8,63.43
1856,86,1.8,58,88,6.0,7,68.84
1857,70,2.0,83,93,8.5,7,75.41
1858,63,4.7,50,93,7.0,6,68.11
1859,51,2.7,41,49,6.9,5,45.67
1860,60,4.3,86,92,6.8,10,86.73
1861,100,3.8,83,83,5.9,8,77.64
1862,88,4.8,83,86,7.9,5,78.04
1863,87,6.2,48,92,5.3,9,75.01
1864,83,6.0,60,49,8.7,9,68.54
1865,87,4.6,63,85,8.5,1,70.53
1866,99,6.8,73,52,5.7,6,71.45
1867,83,4.0,61,76,7.6,7,64.77
1868,67,7.3,42,77,6.9,3,67.79
1869,79,1.5,51,63,5.7,7,52.58
1870,64,7.7,67,41,8.9,7,69.61
1871,76,5.6,69,61,4.1,2,61.22
1872,100,3.7,65,56,5.3,7,66.59
1873,83,2.4,87,75,6.6,1,60.65
1874,87,4.4,60,53,6.6,5,59.46
1875,82,2.4,67,49,6.9,9,57.68
1876,73,2.2,95,74,7.8,7,74.2
1877,64,5.3,65,64,7.1,7,66.9
1878,79,4.7,72,42,7.0,2,64.43
1879,91,5.7,60,86,4.3,8,80.17
1880,100,7.5,74,77,5.9,3,76.63
1881,66,4.7,91,56,5.2,8,74.2
1882,54,5.1,73,51,5.3,3,57.87
1883,78,1.6,80,93,6.8,10,71.18
1884,53,6.0,90,91,5.0,7,82.34
1885,59,3.8,86,63,5.5,2,63.22
1886,66,7.8,57,68,5.2,4,65.68
1887,59,6.8,50,82,8.7,6,70.98
1888,66,4.7,62,64,8.7,9,60.75
1889,69,1.9,87,75,7.0,5,65.43
1890,73,7.0,61,97,8.6,9,73.03
1891,54,6.6,56,99,7.9,5,65.57
1892,83,2.3,44,65,6.9,10,63.11
1893,55,3.1,83,77,4.0,8,51.77
1894,51,6.6,50,40,7.9,1,61.6
1895,62,2.3,69,59,7.5,7,62.54
1896,92,7.4,54,94,7.1,4,67.95
1897,92,4.0,66,67,7.8,5,79.63
1898,97,1.6,74,55,6.6,6,75.94
1899,60,6.7,72,86,7.5,5,72.21
1900,100,3.6,59,56,8.7,1,56.15
1901,96,4.7,55,79,5.9,9,81.21
1902,72,1.8,73,67,7.5,2,55.0
1903,65,1.0,41,97,6.4,9,58.51
1904,80,5.5,74,51,7.4,10,78.65
1905,60,4.6,79,66,7.8,2,62.02
1906,65,5.2,95,93,4.2,9,78.48
1907,57,6.6,67,92,7.2,6,66.69
1908,53,5.5,86,81,5.1,9,70.73
1909,89,2.2,78,98,7.4,6,71.21
1910,53,3.5,45,86,6.3,6,51.11
1911,74,7.3,48,69,7.9,2,59.5
1912,52,6.4,59,80,4.6,8,67.87
1913,81,4.9,40,73,7.1,3,50.75
1914,52,2.8,47,76,5.4,7,49.95
1915,76,3.1,94,45,8.3,5,74.78
1916,78,6.1,62,46,8.6,3,61.6
1917,81,7.0,42,71,9.0,1,62.05
1918,99,5.7,43,71,8.0,8,69.69
1919,100,6.7,64,92,7.8,3,76.81
1920,68,6.4,86,64,5.1,2,71.61
1921,70,2.0,77,72,5.7,1,59.34
1922,54,4.0,54,94,6.3,4,58.65
1923,67,2.1,60,97,7.9,8,64.37
1924,77,2.6,74,46,8.6,3,63.94
1925,91,7.1,92,91,4.9,1,73.32
1926,71,4.3,92,96,8.6,4,75.64
1927,70,4.7,85,51,7.5,9,71.04
1928,55,2.2,91,55,7.1,1,51.31
1929,50,3.2,53,55,5.0,2,46.45
1930,54,2.6,75,82,4.3,9,59.28
1931,90,2.4,51,92,6.8,2,64.11
1932,61,5.5,56,75,7.3,3,55.31
1933,75,2.8,78,52,5.1,7,67.05
1934,95,5.4,48,46,6.8,3,60.11
1935,83,1.4,74,75,8.3,9,64.97
1936,98,2.0,52,86,8.2,6,60.33
1937,63,2.9,54,90,8.6,3,64.28
1938,75,5.2,57,48,5.8,9,60.81
1939,94,5.7,90,71,5.6,1,68.02
1940,76,4.1,72,50,7.7,10,72.99
1941,58,4.1,45,47,6.2,3,44.42
1942,75,6.1,66,72,4.4,1,64.12
1943,96,1.1,62,62,5.4,2,58.94
1944,71,3.4,66,64,6.1,8,64.18
1945,96,6.7,73,95,5.5,7,91.91
1946,79,5.2,95,47,5.7,2,62.94
1947,92,3.4,85,84,5.5,2,68.95
1948,97,7.3,77,61,4.2,9,79.77
1949,66,6.4,53,98,7.2,6,75.16
1950,75,2.9,75,43,7.0,5,64.93
1951,85,5.5,92,79,7.3,10,83.97
1952,50,5.2,47,42,5.0,6,51.24
1953,57,3.8,74,68,5.5,9,57.64
1954,98,3.6,58,80,7.1,7,70.61
1955,84,3.4,69,68,7.0,10,66.79
1956,64,5.3,53,73,6.5,10,70.6
1957,96,4.1,59,73,5.8,9,68.97
1958,71,6.8,88,67,8.6,4,74.17
1959,63,5.7,64,52,5.7,2,51.12
1960,75,1.5,79,54,6.3,8,51.74
1961,77,5.5,63,99,7.4,4,82.12
1962,72,2.9,53,62,6.7,9,60.67
1963,63,5.1,65,83,5.7,4,67.39
1964,73,5.8,77,65,6.2,8,68.23
1965,51,2.6,62,43,8.0,9,58.62
1966,94,4.2,61,65,5.4,9,73.03
1967,75,2.3,87,79,4.7,10,66.9
1968,63,1.4,58,48,5.6,4,42.01
1969,100,3.6,85,94,8.2,1,70.94
1970,56,3.5,90,44,4.4,3,56.55
1971,52,8.0,42,95,9.0,9,74.74
1972,96,4.1,81,71,6.7,4,71.81
1973,72,3.3,58,59,8.9,5,65.39
1974,95,5.1,48,89,8.7,7,69.81
1975,92,1.6,67,50,6.3,5,52.22
1976,96,7.7,59,54,5.0,4,70.78
1977,94,5.4,84,71,4.8,2,63.7
1978,67,6.3,46,67,5.2,2,62.42
1979,87,2.2,53,61,7.6,4,57.06
1980,84,3.9,48,80,5.4,10,65.86
1981,100,4.0,94,56,5.7,10,75.9
1982,64,6.8,58,98,6.2,9,80.89
1983,74,1.0,86,65,8.6,8,68.97
1984,86,3.1,91,83,4.9,3,68.79
1985,77,7.9,53,46,4.0,9,71.78
1986,59,4.3,95,81,4.3,5,74.21
1987,88,3.7,77,96,8.5,3,74.7
1988,66,1.8,92,65,7.2,5,61.67
1989,88,7.8,75,64,5.4,10,83.56
1990,71,1.1,79,49,4.9,4,48.03
1991,75,6.2,56,98,5.5,8,75.51
1992,93,6.4,69,84,4.6,5,75.04
1993,74,2.7,48,58,8.7,10,58.03
1994,66,5.7,72,50,7.9,8,59.21
1995,62,1.7,95,52,6.3,9,58.16
1996,69,2.8,91,92,8.3,4,68.13
1997,74,6.5,64,47,5.2,7,70.81
1998,53,7.1,53,79,7.6,2,65.05
1999,59,5.3,50,43,8.3,6,61.46
2000,52,4.5,92,86,5.8,8,79.29
